state,date,type,code,,,,,,,,
Alabama,3/19/20,0,AL,1,,,,,,,
Alabama,3/20/20,0,AL,2,,,,,,,
Alabama,3/21/20,0,AL,3,,,,,,,
Alabama,3/22/20,0,AL,4,,,,,,,
Alabama,3/23/20,0,AL,5,,,,,,,
Alabama,3/24/20,0,AL,6,,,,,,,
Alabama,3/25/20,0,AL,7,,,,,,,
Alabama,3/26/20,0.5,AL,8,,,,,,,
Alabama,3/27/20,0.5,AL,9,,,,,,,
Alabama,3/28/20,0.5,AL,10,,,,,,1.25,0.75
Alabama,3/29/20,0.5,AL,11,,,,,,,
Alabama,3/30/20,0.5,AL,12,,,,,,,
Alabama,3/31/20,0.5,AL,13,,,,,,,
Alabama,4/1/20,0.5,AL,14,,,,,,,
Alabama,4/2/20,0.5,AL,15,,,,,,,
Alabama,4/3/20,0.5,AL,16,,,,,,,
Alabama,4/4/20,1,AL,17,,,,,,,
Alabama,4/5/20,1,AL,18,,,,,,,
Alabama,4/6/20,1,AL,19,,,,,,,
Alabama,4/7/20,1,AL,20,,,,,,,
Alabama,4/21/20,1,AL,21,,,,,,,
Alabama,4/24/20,1,AL,22,,,,,,,
Alabama,4/25/20,1,AL,23,,,,,,,
Alabama,4/26/20,1,AL,24,,,,,,,
Alabama,4/27/20,1,AL,25,,,,,,,
Alabama,4/28/20,1,AL,26,,,,,,,
Alabama,4/29/20,1,AL,27,,,,,,,
Alabama,4/30/20,0.55,AL,28,,,,,,,
Alabama,5/1/20,0.55,AL,29,,,,,,,
Alabama,5/2/20,0.55,AL,30,,,,,,,
Alabama,5/3/20,0.55,AL,31,,,,,,,
Alabama,5/4/20,0.55,AL,32,,,,,,,
Alaska,3/19/20,0,AK,,,,,,,,
Alaska,3/20/20,0,AK,,,,,,,,
Alaska,3/21/20,0,AK,,,,,,,,
Alaska,3/22/20,0,AK,,,,,,,,
Alaska,3/23/20,0,AK,,,,,,,,
Alaska,3/24/20,0,AK,,,,,,,,
Alaska,3/25/20,0,AK,,,,,,,,
Alaska,3/26/20,0,AK,,,,,,,,
Alaska,3/27/20,0,AK,,,,,,,,
Alaska,3/28/20,1,AK,,,,,,,,
Alaska,3/29/20,1,AK,,,,,,,,
Alaska,3/30/20,1,AK,,,,,,,,
Alaska,3/31/20,1,AK,,,,,,,,
Alaska,4/1/20,1,AK,,,,,,,,
Alaska,4/2/20,1,AK,,,,,,,,
Alaska,4/3/20,1,AK,,,,,,,,
Alaska,4/4/20,1,AK,,,,,,,,
Alaska,4/5/20,1,AK,,,,,,,,
Alaska,4/6/20,1,AK,,,,,,,,
Alaska,4/7/20,1,AK,,,,,,,,
Alaska,4/21/20,1,AK,,,,,,,,
Alaska,4/24/20,0.75,AK,,,,,,,,
Alaska,4/25/20,0.75,AK,,,,,,,,
Alaska,4/26/20,0.75,AK,,,,,,,,
Alaska,4/27/20,0.55,AK,,,,,,,,
Alaska,4/28/20,0.55,AK,,,,,,,,
Alaska,4/29/20,0.55,AK,,,,,,,,
Alaska,4/30/20,0.55,AK,,,,,,,,
Alaska,5/1/20,0.55,AK,,,,,,,,
Alaska,5/2/20,0.55,AK,,,,,,,,
Alaska,5/3/20,0.55,AK,,,,,,,,
Alaska,5/4/20,0.55,AK,,,,,,,,
Arizona,3/19/20,0,AZ,,,,,,,,
Arizona,3/20/20,0,AZ,,,,,,,,
Arizona,3/21/20,0,AZ,,,,,,,,
Arizona,3/22/20,0,AZ,,,,,,,,
Arizona,3/23/20,0,AZ,,,,,,,,
Arizona,3/24/20,0,AZ,,,,,,,,
Arizona,3/25/20,0,AZ,,,,,,,,
Arizona,3/26/20,0,AZ,,,,,,,,
Arizona,3/27/20,0,AZ,,,,,,,,
Arizona,3/28/20,0,AZ,,,,,,,,
Arizona,3/29/20,0,AZ,,,,,,,,
Arizona,3/30/20,0,AZ,,,,,,,,
Arizona,3/31/20,1,AZ,,,,,,,,
Arizona,4/1/20,1,AZ,,,,,,,,
Arizona,4/2/20,1,AZ,,,,,,,,
Arizona,4/3/20,1,AZ,,,,,,,,
Arizona,4/4/20,1,AZ,,,,,,,,
Arizona,4/5/20,1,AZ,,,,,,,,
Arizona,4/6/20,1,AZ,,,,,,,,
Arizona,4/7/20,1,AZ,,,,,,,,
Arizona,4/21/20,1,AZ,,,,,,,,
Arizona,4/24/20,1,AZ,,,,,,,,
Arizona,4/25/20,1,AZ,,,,,,,,
Arizona,4/26/20,1,AZ,,,,,,,,
Arizona,4/27/20,1,AZ,,,,,,,,
Arizona,4/28/20,1,AZ,,,,,,,,
Arizona,4/29/20,1,AZ,,,,,,,,
Arizona,4/30/20,1,AZ,,,,,,,,
Arizona,5/1/20,0.75,AZ,,,,,,,,
Arizona,5/2/20,0.75,AZ,,,,,,,,
Arizona,5/3/20,0.75,AZ,,,,,,,,
Arizona,5/4/20,0.75,AZ,,,,,,,,
Arkansas,3/19/20,0,AR,,,,,,,,
Arkansas,3/20/20,0,AR,,,,,,,,
Arkansas,3/21/20,0,AR,,,,,,,,
Arkansas,3/22/20,0,AR,,,,,,,,
Arkansas,3/23/20,0,AR,,,,,,,,
Arkansas,3/24/20,0,AR,,,,,,,,
Arkansas,3/25/20,0,AR,,,,,,,,
Arkansas,3/26/20,0,AR,,,,,,,,
Arkansas,3/27/20,0,AR,,,,,,,,
Arkansas,3/28/20,0,AR,,,,,,,,
Arkansas,3/29/20,0,AR,,,,,,,,
Arkansas,3/30/20,0,AR,,,,,,,,
Arkansas,3/31/20,0,AR,,,,,,,,
Arkansas,4/1/20,0,AR,,,,,,,,
Arkansas,4/2/20,0,AR,,,,,,,,
Arkansas,4/3/20,0,AR,,,,,,,,
Arkansas,4/4/20,0,AR,,,,,,,,
Arkansas,4/5/20,0,AR,,,,,,,,
Arkansas,4/6/20,0,AR,,,,,,,,
Arkansas,4/7/20,0,AR,,,,,,,,
Arkansas,4/21/20,0.55,AR,,,,,,,,
Arkansas,4/24/20,0.55,AR,,,,,,,,
Arkansas,4/25/20,0.55,AR,,,,,,,,
Arkansas,4/26/20,0.55,AR,,,,,,,,
Arkansas,4/27/20,0.55,AR,,,,,,,,
Arkansas,4/28/20,0.55,AR,,,,,,,,
Arkansas,4/29/20,0.55,AR,,,,,,,,
Arkansas,4/30/20,0.55,AR,,,,,,,,
Arkansas,5/1/20,0.55,AR,,,,,,,,
Arkansas,5/2/20,0.55,AR,,,,,,,,
Arkansas,5/3/20,0.55,AR,,,,,,,,
Arkansas,5/4/20,0.55,AR,,,,,,,,
California,3/19/20,1,CA,,,,,,,,
California,3/20/20,1,CA,,,,,,,,
California,3/21/20,1,CA,,,,,,,,
California,3/22/20,1,CA,,,,,,,,
California,3/23/20,1,CA,,,,,,,,
California,3/24/20,1,CA,,,,,,,,
California,3/25/20,1,CA,,,,,,,,
California,3/26/20,1,CA,,,,,,,,
California,3/27/20,1,CA,,,,,,,,
California,3/28/20,1,CA,,,,,,,,
California,3/29/20,1,CA,,,,,,,,
California,3/30/20,1,CA,,,,,,,,
California,3/31/20,1,CA,,,,,,,,
California,4/1/20,1,CA,,,,,,,,
California,4/2/20,1,CA,,,,,,,,
California,4/3/20,1,CA,,,,,,,,
California,4/4/20,1,CA,,,,,,,,
California,4/5/20,1,CA,,,,,,,,
California,4/6/20,1,CA,,,,,,,,
California,4/7/20,1,CA,,,,,,,,
California,4/21/20,1,CA,,,,,,,,
California,4/24/20,1,CA,,,,,,,,
California,4/25/20,1,CA,,,,,,,,
California,4/26/20,1,CA,,,,,,,,
California,4/27/20,1,CA,,,,,,,,
California,4/28/20,1,CA,,,,,,,,
California,4/29/20,1,CA,,,,,,,,
California,4/30/20,1,CA,,,,,,,,
California,5/1/20,1,CA,,,,,,,,
California,5/2/20,1,CA,,,,,,,,
California,5/3/20,1,CA,,,,,,,,
California,5/4/20,1,CA,,,,,,,,
Colorado,3/19/20,0,CO,,,,,,,,
Colorado,3/20/20,0,CO,,,,,,,,
Colorado,3/21/20,0,CO,,,,,,,,
Colorado,3/22/20,0,CO,,,,,,,,
Colorado,3/23/20,0.5,CO,,,,,,,,
Colorado,3/24/20,0.5,CO,,,,,,,,
Colorado,3/25/20,0.5,CO,,,,,,,,
Colorado,3/26/20,1,CO,,,,,,,,
Colorado,3/27/20,1,CO,,,,,,,,
Colorado,3/28/20,1,CO,,,,,,,,
Colorado,3/29/20,1,CO,,,,,,,,
Colorado,3/30/20,1,CO,,,,,,,,
Colorado,3/31/20,1,CO,,,,,,,,
Colorado,4/1/20,1,CO,,,,,,,,
Colorado,4/2/20,1,CO,,,,,,,,
Colorado,4/3/20,1,CO,,,,,,,,
Colorado,4/4/20,1,CO,,,,,,,,
Colorado,4/5/20,1,CO,,,,,,,,
Colorado,4/6/20,1,CO,,,,,,,,
Colorado,4/7/20,1,CO,,,,,,,,
Colorado,4/21/20,1,CO,,,,,,,,
Colorado,4/24/20,1,CO,,,,,,,,
Colorado,4/25/20,1,CO,,,,,,,,
Colorado,4/26/20,1,CO,,,,,,,,
Colorado,4/27/20,0.75,CO,,,,,,,,
Colorado,4/28/20,0.75,CO,,,,,,,,
Colorado,4/29/20,0.75,CO,,,,,,,,
Colorado,4/30/20,0.75,CO,,,,,,,,
Colorado,5/1/20,0.55,CO,,,,,,,,
Colorado,5/2/20,0.55,CO,,,,,,,,
Colorado,5/3/20,0.55,CO,,,,,,,,
Colorado,5/4/20,0.55,CO,,,,,,,,
Connecticut,3/19/20,0,CT,,,,,,,,
Connecticut,3/20/20,0,CT,,,,,,,,
Connecticut,3/21/20,0,CT,,,,,,,,
Connecticut,3/22/20,0,CT,,,,,,,,
Connecticut,3/23/20,1,CT,,,,,,,,
Connecticut,3/24/20,1,CT,,,,,,,,
Connecticut,3/25/20,1,CT,,,,,,,,
Connecticut,3/26/20,1,CT,,,,,,,,
Connecticut,3/27/20,1,CT,,,,,,,,
Connecticut,3/28/20,1,CT,,,,,,,,
Connecticut,3/29/20,1,CT,,,,,,,,
Connecticut,3/30/20,1,CT,,,,,,,,
Connecticut,3/31/20,1,CT,,,,,,,,
Connecticut,4/1/20,1,CT,,,,,,,,
Connecticut,4/2/20,1,CT,,,,,,,,
Connecticut,4/3/20,1,CT,,,,,,,,
Connecticut,4/4/20,1,CT,,,,,,,,
Connecticut,4/5/20,1,CT,,,,,,,,
Connecticut,4/6/20,1,CT,,,,,,,,
Connecticut,4/7/20,1,CT,,,,,,,,
Connecticut,4/21/20,1,CT,,,,,,,,
Connecticut,4/24/20,1,CT,,,,,,,,
Connecticut,4/25/20,1,CT,,,,,,,,
Connecticut,4/26/20,1,CT,,,,,,,,
Connecticut,4/27/20,1,CT,,,,,,,,
Connecticut,4/28/20,1,CT,,,,,,,,
Connecticut,4/29/20,1,CT,,,,,,,,
Connecticut,4/30/20,1,CT,,,,,,,,
Connecticut,5/1/20,1,CT,,,,,,,,
Connecticut,5/2/20,1,CT,,,,,,,,
Connecticut,5/3/20,1,CT,,,,,,,,
Connecticut,5/4/20,1,CT,,,,,,,,
Delaware,3/19/20,0,DE,,,,,,,,
Delaware,3/20/20,0,DE,,,,,,,,
Delaware,3/21/20,0,DE,,,,,,,,
Delaware,3/22/20,0,DE,,,,,,,,
Delaware,3/23/20,0,DE,,,,,,,,
Delaware,3/24/20,1,DE,,,,,,,,
Delaware,3/25/20,1,DE,,,,,,,,
Delaware,3/26/20,1,DE,,,,,,,,
Delaware,3/27/20,1,DE,,,,,,,,
Delaware,3/28/20,1,DE,,,,,,,,
Delaware,3/29/20,1,DE,,,,,,,,
Delaware,3/30/20,1,DE,,,,,,,,
Delaware,3/31/20,1,DE,,,,,,,,
Delaware,4/1/20,1,DE,,,,,,,,
Delaware,4/2/20,1,DE,,,,,,,,
Delaware,4/3/20,1,DE,,,,,,,,
Delaware,4/4/20,1,DE,,,,,,,,
Delaware,4/5/20,1,DE,,,,,,,,
Delaware,4/6/20,1,DE,,,,,,,,
Delaware,4/7/20,1,DE,,,,,,,,
Delaware,4/21/20,1,DE,,,,,,,,
Delaware,4/24/20,1,DE,,,,,,,,
Delaware,4/25/20,1,DE,,,,,,,,
Delaware,4/26/20,1,DE,,,,,,,,
Delaware,4/27/20,1,DE,,,,,,,,
Delaware,4/28/20,1,DE,,,,,,,,
Delaware,4/29/20,1,DE,,,,,,,,
Delaware,4/30/20,1,DE,,,,,,,,
Delaware,5/1/20,1,DE,,,,,,,,
Delaware,5/2/20,1,DE,,,,,,,,
Delaware,5/3/20,1,DE,,,,,,,,
Delaware,5/4/20,1,DE,,,,,,,,
District of Columbia,3/19/20,0,DC,,,,,,,,
District of Columbia,3/20/20,0,DC,,,,,,,,
District of Columbia,3/21/20,0,DC,,,,,,,,
District of Columbia,3/22/20,0,DC,,,,,,,,
District of Columbia,3/23/20,0,DC,,,,,,,,
District of Columbia,3/24/20,0,DC,,,,,,,,
District of Columbia,3/25/20,0,DC,,,,,,,,
District of Columbia,3/26/20,0,DC,,,,,,,,
District of Columbia,3/27/20,0,DC,,,,,,,,
District of Columbia,3/28/20,0,DC,,,,,,,,
District of Columbia,3/29/20,0,DC,,,,,,,,
District of Columbia,3/30/20,0,DC,,,,,,,,
District of Columbia,3/31/20,0,DC,,,,,,,,
District of Columbia,4/1/20,1,DC,,,,,,,,
District of Columbia,4/2/20,1,DC,,,,,,,,
District of Columbia,4/3/20,1,DC,,,,,,,,
District of Columbia,4/4/20,1,DC,,,,,,,,
District of Columbia,4/5/20,1,DC,,,,,,,,
District of Columbia,4/6/20,1,DC,,,,,,,,
District of Columbia,4/7/20,1,DC,,,,,,,,
District of Columbia,4/21/20,1,DC,,,,,,,,
District of Columbia,4/24/20,1,DC,,,,,,,,
District of Columbia,4/25/20,1,DC,,,,,,,,
District of Columbia,4/26/20,1,DC,,,,,,,,
District of Columbia,4/27/20,1,DC,,,,,,,,
District of Columbia,4/28/20,1,DC,,,,,,,,
District of Columbia,4/29/20,1,DC,,,,,,,,
District of Columbia,4/30/20,1,DC,,,,,,,,
District of Columbia,5/1/20,1,DC,,,,,,,,
District of Columbia,5/2/20,1,DC,,,,,,,,
District of Columbia,5/3/20,1,DC,,,,,,,,
District of Columbia,5/4/20,1,DC,,,,,,,,
Florida,3/19/20,0,FL,,,,,,,,
Florida,3/20/20,0,FL,,,,,,,,
Florida,3/21/20,0,FL,,,,,,,,
Florida,3/22/20,0,FL,,,,,,,,
Florida,3/23/20,0.5,FL,,,,,,,,
Florida,3/24/20,0.5,FL,,,,,,,,
Florida,3/25/20,0.5,FL,,,,,,,,
Florida,3/26/20,0.5,FL,,,,,,,,
Florida,3/27/20,0.5,FL,,,,,,,,
Florida,3/28/20,0.5,FL,,,,,,,,
Florida,3/29/20,0.5,FL,,,,,,,,
Florida,3/30/20,0.5,FL,,,,,,,,
Florida,3/31/20,0.5,FL,,,,,,,,
Florida,4/1/20,0.5,FL,,,,,,,,
Florida,4/2/20,0.5,FL,,,,,,,,
Florida,4/3/20,1,FL,,,,,,,,
Florida,4/4/20,1,FL,,,,,,,,
Florida,4/5/20,1,FL,,,,,,,,
Florida,4/6/20,1,FL,,,,,,,,
Florida,4/7/20,1,FL,,,,,,,,
Florida,4/21/20,1,FL,,,,,,,,
Florida,4/24/20,1,FL,,,,,,,,
Florida,4/25/20,1,FL,,,,,,,,
Florida,4/26/20,1,FL,,,,,,,,
Florida,4/27/20,1,FL,,,,,,,,
Florida,4/28/20,1,FL,,,,,,,,
Florida,4/29/20,1,FL,,,,,,,,
Florida,4/30/20,1,FL,,,,,,,,
Florida,5/1/20,1,FL,,,,,,,,
Florida,5/2/20,1,FL,,,,,,,,
Florida,5/3/20,1,FL,,,,,,,,
Florida,5/4/20,0.75,FL,,,,,,,,
Georgia,3/19/20,0,GA,,,,,,,,
Georgia,3/20/20,0,GA,,,,,,,,
Georgia,3/21/20,0,GA,,,,,,,,
Georgia,3/22/20,0,GA,,,,,,,,
Georgia,3/23/20,0.5,GA,,,,,,,,
Georgia,3/24/20,0.5,GA,,,,,,,,
Georgia,3/25/20,0.5,GA,,,,,,,,
Georgia,3/26/20,0.5,GA,,,,,,,,
Georgia,3/27/20,0.5,GA,,,,,,,,
Georgia,3/28/20,0.5,GA,,,,,,,,
Georgia,3/29/20,0.5,GA,,,,,,,,
Georgia,3/30/20,0.5,GA,,,,,,,,
Georgia,3/31/20,0.5,GA,,,,,,,,
Georgia,4/1/20,0.5,GA,,,,,,,,
Georgia,4/2/20,0.5,GA,,,,,,,,
Georgia,4/3/20,1,GA,,,,,,,,
Georgia,4/4/20,1,GA,,,,,,,,
Georgia,4/5/20,1,GA,,,,,,,,
Georgia,4/6/20,1,GA,,,,,,,,
Georgia,4/7/20,1,GA,,,,,,,,
Georgia,4/21/20,1,GA,,,,,,,,
Georgia,4/24/20,1,GA,,,,,,,,
Georgia,4/25/20,1,GA,,,,,,,,
Georgia,4/26/20,1,GA,,,,,,,,
Georgia,4/27/20,1,GA,,,,,,,,
Georgia,4/28/20,1,GA,,,,,,,,
Georgia,4/29/20,1,GA,,,,,,,,
Georgia,4/30/20,1,GA,,,,,,,,
Georgia,5/1/20,0.55,GA,,,,,,,,
Georgia,5/2/20,0.55,GA,,,,,,,,
Georgia,5/3/20,0.55,GA,,,,,,,,
Georgia,5/4/20,0.55,GA,,,,,,,,
Hawaii,3/19/20,0,HI,,,,,,,,
Hawaii,3/20/20,0,HI,,,,,,,,
Hawaii,3/21/20,0,HI,,,,,,,,
Hawaii,3/22/20,0,HI,,,,,,,,
Hawaii,3/23/20,0,HI,,,,,,,,
Hawaii,3/24/20,0,HI,,,,,,,,
Hawaii,3/25/20,1,HI,,,,,,,,
Hawaii,3/26/20,1,HI,,,,,,,,
Hawaii,3/27/20,1,HI,,,,,,,,
Hawaii,3/28/20,1,HI,,,,,,,,
Hawaii,3/29/20,1,HI,,,,,,,,
Hawaii,3/30/20,1,HI,,,,,,,,
Hawaii,3/31/20,1,HI,,,,,,,,
Hawaii,4/1/20,1,HI,,,,,,,,
Hawaii,4/2/20,1,HI,,,,,,,,
Hawaii,4/3/20,1,HI,,,,,,,,
Hawaii,4/4/20,1,HI,,,,,,,,
Hawaii,4/5/20,1,HI,,,,,,,,
Hawaii,4/6/20,1,HI,,,,,,,,
Hawaii,4/7/20,1,HI,,,,,,,,
Hawaii,4/21/20,1,HI,,,,,,,,
Hawaii,4/24/20,1,HI,,,,,,,,
Hawaii,4/25/20,1,HI,,,,,,,,
Hawaii,4/26/20,1,HI,,,,,,,,
Hawaii,4/27/20,1,HI,,,,,,,,
Hawaii,4/28/20,1,HI,,,,,,,,
Hawaii,4/29/20,1,HI,,,,,,,,
Hawaii,4/30/20,1,HI,,,,,,,,
Hawaii,5/1/20,0.55,HI,,,,,,,,
Hawaii,5/2/20,0.55,HI,,,,,,,,
Hawaii,5/3/20,0.55,HI,,,,,,,,
Hawaii,5/4/20,0.55,HI,,,,,,,,
Idaho,3/19/20,0,ID,,,,,,,,
Idaho,3/20/20,0,ID,,,,,,,,
Idaho,3/21/20,0,ID,,,,,,,,
Idaho,3/22/20,0,ID,,,,,,,,
Idaho,3/23/20,0.5,ID,,,,,,,,
Idaho,3/24/20,0.5,ID,,,,,,,,
Idaho,3/25/20,1,ID,,,,,,,,
Idaho,3/26/20,1,ID,,,,,,,,
Idaho,3/27/20,1,ID,,,,,,,,
Idaho,3/28/20,1,ID,,,,,,,,
Idaho,3/29/20,1,ID,,,,,,,,
Idaho,3/30/20,1,ID,,,,,,,,
Idaho,3/31/20,1,ID,,,,,,,,
Idaho,4/1/20,1,ID,,,,,,,,
Idaho,4/2/20,1,ID,,,,,,,,
Idaho,4/3/20,1,ID,,,,,,,,
Idaho,4/4/20,1,ID,,,,,,,,
Idaho,4/5/20,1,ID,,,,,,,,
Idaho,4/6/20,1,ID,,,,,,,,
Idaho,4/7/20,1,ID,,,,,,,,
Idaho,4/21/20,1,ID,,,,,,,,
Idaho,4/24/20,1,ID,,,,,,,,
Idaho,4/25/20,1,ID,,,,,,,,
Idaho,4/26/20,1,ID,,,,,,,,
